date,gdp_growth,gdp_level,unemployment_rate,cpi_inflation,core_cpi_inflation,fed_funds_rate,yield_3m,yield_6m,yield_1y,yield_2y,yield_5y,yield_10y,yield_30y,payroll_changes,jolts_openings,usd_eur,usd_gbp,usd_jpy,usd_cny,scenario
2010-01-01,2.401129395484014,102.40112939548402,4.965395288419405,0.5907358551828766,0.3625056930220598,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,124.17820058326458,6857.219168232969,0.85,0.75,110.0,6.5,recession
2010-01-02,1.902531352878959,104.34934298793527,4.790885973507636,0.6681940664815752,0.47206486078768517,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,246.56222705237775,7345.3420874049925,0.8486938302944783,0.7487597766628954,109.9761360232345,6.491283689592402,recession
2010-01-03,2.2821990109108192,106.73080266149788,4.923769653818787,0.6459055273347495,0.6749066431072392,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,150.3009303620774,7207.729909147299,0.8471587231902088,0.7479932536700435,109.98388218791213,6.474205442797318,recession
2010-01-04,2.776702725648684,109.69439976810642,5.09684595397704,0.5389404690678714,0.4810547768705,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,248.2242586645192,7158.613424890403,0.8455796925838557,0.7467119956698425,109.98392813892289,6.461668176893042,recession
2010-01-05,2.542402782039891,112.48327323955272,5.014840973713962,0.5679713214416728,0.5103506993043013,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,178.33038846505954,6994.6377503280255,0.8449059677045602,0.7460326753910967,109.97648938388978,6.4461088017554555,recession
2010-01-06,2.184826902847157,114.94083805449353,4.889689415996505,0.5885616400487316,0.37132054872670145,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,264.3220373496813,6943.970660924387,0.8439157413531001,0.7456663254834854,109.94700810701985,6.43387522526268,recession
2010-01-07,3.299014560661231,118.73275303805733,5.279655096231431,0.47088632762585153,0.3378156336913969,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,115.14159555976688,6932.836106605131,0.8424230983401262,0.744810365322694,109.98128384113687,6.424984997362599,recession
2010-01-08,2.526265264765665,121.73225733595778,5.009192842667983,0.6004322703393619,0.44442135370345875,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,288.86903265615143,6944.5364562729865,0.8403014686162469,0.744165876569774,109.97468289010709,6.410102662376051,recession
2010-01-09,2.7531968686321173,125.08378603304655,5.088618904021241,0.6453010327536038,0.4736811735768562,0.06250153257686941,0.06250153257686941,0.769608313763417,1.0625015325768694,1.4767150949499646,2.298569510076659,3.224779192745249,5.539727107628531,349.33008483459724,6861.570999156288,0.8389419634583448,0.7428489924967149,110.00087675657373,6.394731988499587,recession
2010-01-10,2.6892071122573338,128.447548103328,5.066222489290067,0.5667484047137875,0.446495792903293,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,12.85493619975755,7282.784061307987,0.8377318519652046,0.7420073601920693,109.97780052891902,6.382239822726336,recession
2010-01-11,2.2415049586137257,131.32670626328184,4.909526735514804,0.5899101186470834,0.4920391757257301,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,60.955734235210635,7058.491001374034,0.8370443043245562,0.741881106702889,109.9811043239039,6.370776541061153,recession
2010-01-12,3.1156482073766902,135.4183844327806,5.215476872581841,0.4851617357268868,0.43168317598658945,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,143.68758100163882,7294.314754583962,0.8351474680772257,0.7410985287423941,109.94042103506158,6.35842087546937,recession
2010-01-13,2.7961290096431983,139.20485716429573,5.103645153375119,0.5388896436387086,0.3121187992223903,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,235.55264780144924,7314.261439951339,0.8340144946533641,0.7404056131558212,109.91041903425784,6.344209813869644,recession
2010-01-14,2.417243247399388,142.56977717415162,4.971035136589786,0.6463225888824736,0.5740838289106123,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,64.87566738542769,7288.685684209107,0.8328166095171818,0.7389993963781002,109.89476180706103,6.332823431653222,recession
2010-01-15,3.1427428529782886,147.05037865679935,5.224959998542401,0.4822073132899373,0.26090958553683175,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,224.30925708325552,7418.814041862519,0.8316269982615282,0.7377479017716331,109.90649853771437,6.319898201669037,recession
2010-01-16,2.668938427433335,150.97506272045692,5.059128449601667,0.5883533932971354,0.3951337225592237,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,269.1649604471846,7210.915332958245,0.8301119392011023,0.7370085137268934,109.94399463403403,6.304187625084196,recession
2010-01-17,2.8448992854073256,155.27015120093444,5.120714749892564,0.5144853063289463,0.32467489211276157,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,151.7526363574402,6700.650392630274,0.8286767727158676,0.7365322973318414,109.93107789935131,6.290480083619034,recession
2010-01-18,2.2390609357685434,158.7467445013833,4.908671327518991,0.6099622058255519,0.6177283098698866,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,191.75479501349687,7262.637466470586,0.8278316813235156,0.7347962739300138,109.91468744938503,6.279210412414809,recession
2010-01-19,2.803140051456615,163.19663807688505,5.106099018009815,0.5656750487259427,0.28986558490701664,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,315.45999220100265,7131.9864708211735,0.8272820567107418,0.734140729248146,109.94082386040932,6.26692474576964,recession
2010-01-20,3.073728390651793,168.21285947404348,5.200804936728128,0.5132137131454114,0.49836944215683315,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,164.01310066275727,7049.914905381219,0.825646006260073,0.7337451789054724,109.97014356574459,6.256647792732363,recession
2010-01-21,2.5129729385707207,172.4400031118222,5.004540528499752,0.6370114950811508,0.661856916971654,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,15.881877181825788,7512.777725253055,0.8253062169832845,0.732295540967784,109.97797930108253,6.242064380692779,recession
2010-01-22,2.4579535935048664,176.67849836494912,4.9852837577267035,0.6323076116826769,0.6329789203057328,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,261.61368695215066,7494.312446806056,0.8244877596719339,0.7313401139746677,110.00244357606954,6.22853240843126,recession
2010-01-23,2.53694623962005,181.16073688543585,5.012931183867018,0.6194232612481183,0.6025320345625856,0.0,0.0,0.7071067811865476,1.0,1.4142135623730951,2.23606797749979,3.1622776601683795,5.477225575051661,199.52328606791912,7102.595760195615,0.8235003120346602,0.7302204967173075,110.01810362177362,6.218918786223131,recession
