date,google_trends_unemployment,google_trends_inflation,google_trends_recession,google_trends_jobs,google_trends_mortgage rates,nighttime_lights,shipping_density,twitter_economic_sentiment,news_sentiment,earnings_sentiment,economic_surprise_index,railroad_traffic,truck_traffic,electricity_consumption,scenario
2010-01-01,70.920107072359,45.8888603489328,61.655374415028504,30.94706933119414,33.0984000031266,100.04591855276627,103.65873348792482,33.64652167412189,57.15142425046196,48.21202963226485,-4.170143119859241,103.72346650771145,97.7152464113916,100.00175540864542,recession
2010-01-02,72.71214644832068,45.2719377988585,63.873948941796925,36.12841588610685,28.45609070165464,100.0504127030702,105.26930795004748,41.38281175514005,50.0100216776835,66.86474183581119,-24.80936426916795,105.43636147555333,100.01566389512638,99.98449136974043,recession
2010-01-03,74.20495496099973,49.53667266546977,60.07553344773584,34.34976451110343,29.870628610381043,100.0532097642095,102.61993840167952,29.692815204364642,47.960919268648794,69.99302498060801,13.650019763930601,100.15806474125665,97.49241906100086,99.96875931581047,recession
2010-01-04,70.82499933012282,39.593214152329054,57.94527767122806,38.520863939165146,27.321727268827857,100.09704533667147,88.3152655930315,78.22155918993036,50.034128394244014,60.63143823483968,-4.824380606944663,98.53184510153137,98.55505655059949,99.9749579641098,recession
2010-01-05,72.19841940715845,52.99698983070195,65.993915226184,43.690612218356854,24.721002996543376,100.16883746381153,100.42832737132046,72.15583318797644,33.49283965042377,55.03499773802874,-24.416530030935345,95.99133623569467,100.11434288161234,99.97749974075984,recession
2010-01-06,76.30196955053894,51.79274160750044,60.98516518986766,39.468009330640804,33.41868530476129,100.14836511336563,95.58270888287356,89.42359990731445,58.033986800666064,57.499078756654285,-17.903264064630008,94.93132993867795,100.25705157034919,100.00758810935912,recession
2010-01-07,73.1500954783987,55.80753593979272,60.997176652131955,39.90979407389704,33.532815082479075,100.16990923492186,96.92081561608319,75.6315570331182,62.45889162049727,43.473915454085045,-20.034182042989293,103.49099356166428,99.73579855353566,100.02710464548453,recession
2010-01-08,68.93740647424262,44.88700291711249,62.00677371348459,41.78315674416904,27.7399436454803,100.18227735240889,104.19233851703021,47.397555286336576,79.47626034334877,48.221339181572404,-8.67892522710753,104.20806567722047,96.21506117854398,100.05706450641188,recession
2010-01-09,78.23603797419634,52.22774951469562,61.05274418812367,32.224096580697996,29.330456051964667,100.2259381149565,100.7030598656539,85.05097364976602,53.2488720366329,47.479106811057605,-7.879785274691339,104.26895204899846,101.65879078207902,100.03672349201675,recession
2010-01-10,77.29549697877637,44.49029902558287,67.98377871574715,38.775318120789755,38.20557987918704,100.3370895129871,106.26259359991786,20.61095715720756,45.54160517529651,50.19323385246927,7.890098412026582,102.41059063348261,97.07217828298873,100.02223095687107,recession
