date,google_trends_unemployment,google_trends_inflation,google_trends_recession,google_trends_jobs,google_trends_mortgage rates,nighttime_lights,shipping_density,twitter_economic_sentiment,news_sentiment,earnings_sentiment,economic_surprise_index,railroad_traffic,truck_traffic,electricity_consumption,scenario
2010-01-01,48.53987297745794,47.70187210965004,51.89430845359256,56.74498566268504,63.85051748377878,100.04353188117258,87.67867441554039,62.51493739186908,41.44086557288544,26.182104366743047,-7.0221997524884125,101.21621553354547,98.96558643436876,99.97740643818892,high_inflation
2010-01-02,49.11363456553439,47.92458663869756,55.58621084199653,65.66202477730636,61.47574400484554,100.06837836548186,104.41173235240785,30.67114281504052,55.02114491402992,38.98565645501253,-4.261235184928454,102.3583186560435,101.23974785912061,100.03136095571686,high_inflation
2010-01-03,48.48764242220604,42.972678074612936,55.06388056767458,62.40759226468894,48.26259043941887,100.09471994433096,106.14855840898608,52.437060342893325,50.01163826098953,59.208022567512735,4.260582103421787,99.8638647182425,100.38695536943126,100.02502326783788,high_inflation
2010-01-04,50.01765590226075,47.72324650098517,53.115253017119215,60.00212259291682,54.965772155125116,100.1135871327187,99.63171874242522,78.77687092319185,63.86348731042172,46.75739954355979,7.303616275924635,101.63151164136336,101.67196996264936,100.05231538084405,high_inflation
2010-01-05,49.64698392881368,53.2203392172805,59.720734188603544,53.71567183374623,48.50720833600582,100.24167514007472,99.84891561433066,58.95680328148497,56.90205441522713,55.116039514035506,8.89639070271521,95.95806215408136,98.8787570822119,100.05047797803547,high_inflation
2010-01-06,49.088044941931244,42.3360159425286,58.09458397068521,56.67999281516124,55.632933510843856,100.19689974738912,109.91352286219931,31.72417330955505,34.47215490122766,48.90739317419539,-8.956650079411467,99.5447755149863,99.76408766659492,100.05236052869519,high_inflation
2010-01-07,49.378675692375054,46.43192801859912,54.61843368693879,63.776883208165415,58.35949475931443,100.20968349169125,97.41302428546292,24.299763436844316,67.34064516090974,38.02034386102252,3.326039258217117,100.6131395516757,98.70202377676397,100.05472636318352,high_inflation
2010-01-08,51.0394883451378,58.54800614984572,54.35019140359975,68.45260451863737,60.212738435353366,100.2524873448351,97.07380211758124,76.04805438783501,43.23684714736637,41.829720905214536,-32.3155642044112,100.9042610535916,96.22049924120793,100.0687088434858,high_inflation
2010-01-09,49.97847082784205,47.23653343417872,55.06537206394669,65.9626712454571,48.001376284976416,100.29387874043866,105.74114086340315,21.40324980660563,34.09456653859208,48.230393980373236,9.217238782312487,99.49234389413512,99.4675069571732,100.08757835771698,high_inflation
2010-01-10,49.24519564524817,50.157867861645165,59.18315568004843,72.49922942519777,50.659551616513944,100.30546950975526,94.76309968443398,42.21481206497767,53.8754764539688,52.01237837901672,24.294369810795327,93.95021375148933,104.70235345020282,100.11180890700369,high_inflation
2010-01-11,60.24388491740456,43.51251559916872,59.43736798167593,60.34161408443333,48.14381764856805,100.35107900526954,101.96687325681425,20.72083774785997,49.176980571782074,43.26171525819295,-8.035932119558707,102.97013650316772,99.60410307355627,100.10326942187949,high_inflation
2010-01-12,53.30316248714672,56.16492603824088,61.92509995575633,60.68638680652888,44.60939691532247,100.35550467065248,97.72115578537769,55.51654743790443,63.516029810799026,56.81148220768629,18.721287954573267,98.42291658921066,97.63153359808078,100.13761045253281,high_inflation
2010-01-13,52.27660109976266,52.71313030318284,55.77476924516351,58.259585835105774,64.02822950083267,100.32404417636843,101.94047992276563,48.778353341592165,61.033045625009876,52.52615655791161,-0.420182051395013,95.6493904194311,102.73123887137615,100.14661083034196,high_inflation
2010-01-14,51.47612539199047,50.83554622126045,58.82074474322181,59.04622211456849,57.59323051162717,100.37131111771336,108.09015113073117,40.1273738745711,64.39112283686657,53.702910329016824,-5.45105919583177,102.66106246093698,101.12098733967883,100.13877772716467,high_inflation
2010-01-15,56.473189042937534,48.7634102016176,77.16840269507286,64.02168801892128,61.21857449917705,100.41557508436169,105.57448885829062,58.51912727451523,46.4188848436705,47.51991675039339,33.523076786184276,97.03876858785851,104.08180501175077,100.16260095975291,high_inflation
2010-01-16,65.33933216232917,50.31499648644871,53.943871935312494,65.94609641695563,49.667958286081735,100.4197363878937,105.28109302356621,66.18464791497377,65.13669102481094,56.371333281115426,2.3390696678791985,101.91123781103762,99.47371003007098,100.15220697510236,high_inflation
2010-01-17,55.92247794761632,47.455600661317035,55.01811968146918,65.80332658151679,57.42949951892989,100.46499997451238,97.60142310800177,48.89976124825412,34.511966749654285,47.71609808184426,48.54808131865208,100.16534000697906,99.99411976205793,100.18710946672599,high_inflation
2010-01-18,52.81169764157775,42.245552420409396,71.69423830756485,58.79519663215916,55.48184548292724,100.49736525663641,105.01497137725606,45.38310392791175,48.07935482936349,51.41711532535588,8.036660608299675,98.57133401866653,97.117186111973,100.20446042383968,high_inflation
