date,partner,imports,exports,trade_balance,container_throughput,scenario
2010-01-01,China,600.2242800372369,179.93274113019865,-420.2915389070382,78.01570211674357,productivity_boom
2010-01-02,China,600.881904642912,179.75583192447965,-421.12607271843234,78.06377365673916,productivity_boom
2010-01-03,China,600.1367484378451,179.99906497386934,-420.13768346397575,78.01358134117146,productivity_boom
2010-01-04,China,599.1910028191362,180.3032426140483,-418.88776020508794,77.94942454331846,productivity_boom
2010-01-05,China,598.1697266945425,180.631187721704,-417.5385389728385,77.88009144162466,productivity_boom
2010-01-06,China,598.4197493057903,180.57581825511906,-417.84393105067124,77.89955675609094,productivity_boom
2010-01-07,China,599.3720282474112,180.30898800233183,-419.0630402450794,77.96810162497431,productivity_boom
2010-01-08,China,599.11302183838,180.40701525429026,-418.70600658408966,77.95200370926703,productivity_boom
2010-01-09,China,598.8847723919483,180.49585752216413,-418.38891486978423,77.93806299141124,productivity_boom
2010-01-10,China,599.3582513587356,180.37333939283673,-418.9849119658989,77.97315907515724,productivity_boom
2010-01-11,China,599.918516203446,180.22493950545334,-419.6935766979926,78.01434557088993,productivity_boom
2010-01-12,China,600.57411942646,180.04823060863598,-420.525888817824,78.06223500350961,productivity_boom
2010-01-13,China,600.3776036319682,180.12720064727472,-420.2504029846935,78.0504804279243,productivity_boom
2010-01-14,China,600.1384617942487,180.219022343652,-419.91943945059666,78.03574841379007,productivity_boom
2010-01-15,China,601.2130275422148,179.91692119477568,-421.29610634743915,78.11299487369905,productivity_boom
2010-01-16,China,601.8956793959999,179.7328522256743,-422.1628271703256,78.16285316216742,productivity_boom
2010-01-17,China,601.3494475841766,179.9161173220196,-421.43333026215697,78.12655649061963,productivity_boom
2010-01-18,China,601.6262653238929,179.85333224793948,-421.7729330759534,78.14795975718323,productivity_boom
2010-01-19,China,603.0948628379498,179.43531994423026,-423.6595428937195,78.25301827821801,productivity_boom
2010-01-20,China,602.195900074883,179.72316151707523,-422.4727385578077,78.19190615919582,productivity_boom
2010-01-21,China,601.6160834835838,179.91637123748382,-421.6997122461,78.15324547210676,productivity_boom
2010-01-22,China,602.6991281421318,179.61302651445854,-423.0861016276733,78.23121546565903,productivity_boom
2010-01-23,China,603.2965646929435,179.45510209139385,-423.84146260154967,78.27516667843375,productivity_boom
2010-01-24,China,603.6964267664845,179.35617007674105,-424.34025668974346,78.30525968432255,productivity_boom
2010-01-25,China,603.4803096211479,179.44033949954093,-424.0399701216069,78.29206491206888,productivity_boom
2010-01-26,China,603.7977757942854,179.36592165060713,-424.43185414367827,78.31636974448925,productivity_boom
2010-01-27,China,604.732923876184,179.10845174140434,-425.6244721347797,78.38413756175885,productivity_boom
2010-01-28,China,605.768377874316,178.82216222574684,-426.94621564856914,78.4590540100063,productivity_boom
