date,sp500,nasdaq,russell_2000,vix,treasury_10y,ig_credit_spread,hy_credit_spread,oil_price,gold_price,dxy,scenario
2010-01-01,3951.1430145925847,11659.538633435704,1923.6843234992155,18.162296754831118,5.08398469079133,1.399318470177908,3.440348950037374,68.5290730593372,1800.9616011483618,99.91648288629952,productivity_boom
2010-01-02,3865.2242687398675,11334.011653112653,1897.323301100844,30.454228044150206,5.08398469079133,1.5260013711594058,3.9845458102355966,68.63672210946311,1775.9584455226877,100.00509473265714,productivity_boom
2010-01-03,3936.0954196705607,11543.577019288268,1932.386139049999,18.73215481231443,5.08398469079133,1.4101801537839709,3.2784423011543797,66.23244341912716,1793.4264914683802,99.88214328015557,productivity_boom
2010-01-04,3922.5067594352713,11478.097037219108,1936.2867916183666,26.880628471822682,5.08398469079133,1.7750110067105669,4.354947452348155,66.57938543426978,1790.9990460042857,99.9094038827637,productivity_boom
2010-01-05,3862.8246790900957,11225.840053629941,1928.0512198148422,30.528497686433273,5.08398469079133,1.6959931994718351,4.1216537065886065,65.1556725063659,1759.3367122454713,99.95651211800757,productivity_boom
2010-01-06,3937.8599318260417,11529.992225810929,1975.8881034000124,49.12650329789911,5.08398469079133,1.5012135857103266,4.625252448909447,65.16918172750422,1794.9228572225798,100.08360692700806,productivity_boom
2010-01-07,3957.5068326561864,11669.783471277971,1995.1112980310058,23.62665289513885,5.08398469079133,1.3065849162759438,4.098650206338203,65.05510427497663,1810.1804690401582,99.96804563435376,productivity_boom
2010-01-08,4068.976077418135,12085.335457041236,2048.7900328634987,44.27384151983396,5.08398469079133,1.3775213715123829,3.4963642135371256,66.23901867779698,1823.0059701574232,99.79921424752672,productivity_boom
2010-01-09,4127.8920630191715,12322.239108411435,2103.19078851429,42.60364306858758,5.08398469079133,1.5336954405962433,3.8066484243120087,63.568580909556985,1809.3130007214072,99.57887314554272,productivity_boom
2010-01-10,4107.477679547003,12422.657741192179,2105.3908973774855,43.60116233295907,5.08398469079133,1.6043404240030112,3.971536493622198,64.96821335123396,1773.9604129153054,99.65824123437508,productivity_boom
2010-01-11,4110.459901626942,12389.652085632746,2123.8213864934332,22.05195118988548,5.08398469079133,1.3604185019884933,3.7477489900569325,63.600512508983556,1744.7872892961664,99.55678746369172,productivity_boom
2010-01-12,4100.690148159993,12369.843470649494,2150.3132877663647,18.863768933998017,5.08398469079133,1.487736803496686,3.9661108093921054,62.628193553147,1769.0338611753732,99.8082798929252,productivity_boom
2010-01-13,4142.167933745546,12551.512663145679,2149.322373929112,45.01903536744262,5.08398469079133,1.3662087333415738,3.706285148591816,60.99269625960623,1815.6696135137888,99.93834685722634,productivity_boom
2010-01-14,4163.45047595235,12616.121719794884,2150.6714993583105,35.5124529856327,5.08398469079133,1.6764290243990827,4.023113258545159,63.32953666389202,1819.200075668168,100.13011077703513,productivity_boom
2010-01-15,4150.671842553432,12637.349080477672,2146.0322730575667,26.797109522961897,5.08398469079133,1.4595407476959634,3.631535867438678,64.54394678274807,1800.1758002106174,100.04405052920305,productivity_boom
2010-01-16,4187.925708203871,12787.210989731955,2171.715650554823,15.037822888472817,5.08398469079133,1.408104633750222,4.228664471053633,64.23166057700294,1796.953835685406,100.06762780834276,productivity_boom
